[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa -0.333333333333333"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.666666666666667"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.333333333333333"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.2"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.2"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.333333333333333"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.428571428571429"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.6"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.142857142857143"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.333333333333333"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.2"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.142857142857143"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.4"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.466666666666667"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.6"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.333333333333333"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa -0.4"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.8"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa -0.0666666666666667"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa -0.4"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.466666666666667"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.333333333333333"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.333333333333333"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa -0.0666666666666667"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.2"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa -0.2"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa -0.2"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.0666666666666667"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.0666666666666667"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.0714285714285714"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.238095238095238"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 1"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.0666666666666667"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.2"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.6"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.6"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.466666666666667"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.428571428571429"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa -0.333333333333333"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.0714285714285714"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.0666666666666667"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.2"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.333333333333333"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.428571428571429"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.6"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.0666666666666667"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa -0.0666666666666667"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.333333333333333"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.2"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.466666666666667"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.2"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.2"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.2"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa -0.666666666666667"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 1"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa -0.333333333333333"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa -0.333333333333333"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa -0.0666666666666667"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.0666666666666667"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.0666666666666667"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.6"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa -0.2"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.428571428571429"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0.4"
[1] ">>>>>>>> Correlation Bot10_Agrad: Random Media x Baixa 0"
