19631+2015-11-12T13:48:34.280210+556+61834+697++2015-11-12T13:48:34.280250+++"{""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__207__270.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__90.jpg""}"
19632+2015-11-12T13:48:52.527443+556+61724+697++2015-11-12T13:48:52.527478+++"{""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Sergipe__1337_90.jpg"", ""theMost"": ""https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg""}"
19633+2015-11-12T13:49:10.520381+556+61858+697++2015-11-12T13:49:10.520414+++"{""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Santa_Catarina__1231__0.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Sergipe__1337_0.jpg""}"
19634+2015-11-12T13:49:10.534692+556+61858+697++2015-11-12T13:49:10.534723+++"{""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Santa_Catarina__1231__0.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Sergipe__1337_0.jpg""}"
19635+2015-11-12T13:49:25.009778+556+61329+697++2015-11-12T13:49:25.009813+++"{""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__150_90.jpg"", ""theMost"": ""https://contribua.org/bairros/norte/centro/Rua_Coronel_Salvino_Figueiredo__251_90.jpg""}"
19636+2015-11-12T13:49:36.668449+556+61284+697++2015-11-12T13:49:36.668483+++"{""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__150_270.jpg"", ""theMost"": ""https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_90.jpg""}"
19637+2015-11-12T13:49:44.686803+556+61869+697++2015-11-12T13:49:44.686834+++"{""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__511_90.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_270.jpg""}"
19638+2015-11-12T13:49:58.469136+556+61817+697++2015-11-12T13:49:58.469171+++"{""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__511_90.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__90.jpg""}"
19639+2015-11-17T23:40:06.882093+556+61685+774++2015-11-17T23:40:06.882114+++"{""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_270.jpg"", ""theMost"": ""https://contribua.org/bairros/norte/centro/Avenida_Presidente_Getulio_Vargas__395__90.jpg""}"
19640+2015-11-17T23:40:55.449504+556+61309+774++2015-11-17T23:40:55.449522+++"{""userProfile"": {""city"": ""Campina Grande - State of Para\u00edba, Brazil"", ""age"": 33, ""sex"": ""M"", ""rel"": ""casado"", ""educ"": ""doutorado"", ""neig"": [""cen""], ""clas"": ""media alta""}, ""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__180.jpg"", ""theMost"": ""https://contribua.org/bairros/norte/centro/Avenida_Presidente_Getulio_Vargas__395__270.jpg""}"
19641+2015-11-17T23:41:05.211501+556+61881+774++2015-11-17T23:41:05.211535+++"{""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/oeste/catole/Rua_Deputado_Ascendino_Moura__101__90.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Odon_Bezerra__147_270.jpg""}"
19642+2015-11-17T23:41:19.459093+556+61710+774++2015-11-17T23:41:19.459128+++"{""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Sergipe__1337_0.jpg"", ""theMost"": ""https://contribua.org/bairros/norte/centro/Rua_Quebra_Quilos__399__90.jpg""}"
19643+2015-11-17T23:41:34.435738+556+61371+774++2015-11-17T23:41:34.435756+++"{""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/oeste/catole/Rua_Vigario_Calixto__1201_0.jpg"", ""theMost"": ""https://contribua.org/bairros/norte/centro/Avenida_Presidente_Joao_Pessoa__128__180.jpg""}"
19644+2015-11-17T23:58:34.383524+556+61949+777++2015-11-17T23:58:34.383583+++"{""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Elias_Aforas__67__0.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Riachuelo__930__0.jpg""}"
19645+2015-11-17T23:59:42.093604+556+61634+777++2015-11-17T23:59:42.093638+++"{""userProfile"": {""city"": ""Campina Grande - PB, Brasil"", ""age"": 21, ""sex"": ""M"", ""rel"": ""solteiro"", ""educ"": ""graduacao"", ""neig"": [""cat""], ""clas"": ""baixa""}, ""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Avenida_Presidente_Getulio_Vargas__210__180.jpg"", ""theMost"": ""https://contribua.org/bairros/norte/centro/Rua_Augusto_Severo__71_90.jpg""}"
19646+2015-11-17T23:59:52.726478+556+61784+777++2015-11-17T23:59:52.726498+++"{""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Capitao_Joao_de_Sa__45__180.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_90.jpg""}"
19647+2015-11-18T00:00:05.035835+556+61623+777++2015-11-18T00:00:05.035869+++"{""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__90.jpg"", ""theMost"": ""https://contribua.org/bairros/norte/centro/Rua_Augusto_Severo__71_90.jpg""}"
19648+2015-11-18T00:00:24.140872+556+61930+777++2015-11-18T00:00:24.140891+++"{""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__336__270.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__321__180.jpg""}"
19649+2015-11-18T00:01:18.173964+556+61269+777++2015-11-18T00:01:18.173983+++"{""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_270.jpg"", ""theMost"": ""https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg""}"
19650+2015-11-18T00:01:32.822662+556+61515+777++2015-11-18T00:01:32.822696+++"{""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/oeste/catole/Rua_Aluisio_Cunha_Linha__50__270.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Odon_Bezerra__147_90.jpg""}"
19651+2015-11-18T00:05:27.044064+556+61764+778++2015-11-18T00:05:27.044082+++"{""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Coronel_Salvino_Figueiredo__251_90.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__336__90.jpg""}"
19652+2015-11-18T00:17:39.545850+556+61781+779++2015-11-18T00:17:39.545871+++"{""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Capitao_Joao_de_Sa__45__180.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/catole/Rua_Cristina_Procopio_da_Silva__62__90.jpg""}"
19653+2015-11-18T00:18:32.219393+556+61407+779++2015-11-18T00:18:32.219427+++"{""userProfile"": {""city"": ""Campina Grande"", ""age"": 30, ""sex"": ""M"", ""rel"": ""solteiro"", ""educ"": ""graduacao"", ""neig"": [""lib""], ""clas"": ""media alta""}, ""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Felix_Araujo__48__270.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg""}"
19654+2015-11-18T00:18:40.758513+556+61315+779++2015-11-18T00:18:40.758550+++"{""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Felix_Araujo__132__90.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/catole/Rua_Otacilio_Nepomuceno__76_90.jpg""}"
19655+2015-11-18T00:18:59.878489+556+61650+779++2015-11-18T00:18:59.878526+++"{""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Felix_Araujo__132__270.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Riachuelo__455__0.jpg""}"
19656+2015-11-18T00:19:15.908505+556+61289+779++2015-11-18T00:19:15.908543+++"{""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_0.jpg"", ""theMost"": ""https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_90.jpg""}"
19657+2015-11-18T00:19:47.070873+556+61383+779++2015-11-18T00:19:47.070910+++"{""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Elias_Aforas__202_180.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/catole/Rua_Aluisio_Cunha_Linha__50__270.jpg""}"
19658+2015-11-18T00:20:04.957157+556+61904+779++2015-11-18T00:20:04.957175+++"{""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Avenida_Dom_Pedro_II__119_90.jpg"", ""theMost"": ""https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg""}"
19659+2015-11-18T00:20:20.503447+556+61745+779++2015-11-18T00:20:20.503481+++"{""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Avenida_Presidente_Getulio_Vargas__210__0.jpg"", ""theMost"": ""https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg""}"
19660+2015-11-18T00:20:48.419316+556+61950+779++2015-11-18T00:20:48.419351+++"{""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__321__0.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Espirito_Santo__1288__0.jpg""}"
19661+2015-11-18T00:20:54.905098+556+61724+779++2015-11-18T00:20:54.905115+++"{""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Sergipe__1337_90.jpg"", ""theMost"": ""https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_270.jpg""}"
19662+2015-11-18T00:21:18.011755+556+61600+779++2015-11-18T00:21:18.011770+++"{""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Santa_Catarina__1231__180.jpg"", ""theMost"": ""https://contribua.org/bairros/norte/centro/Avenida_Presidente_Joao_Pessoa__128__90.jpg""}"
19664+2015-11-18T00:21:54.497315+556+61811+779++2015-11-18T00:21:54.497333+++"{""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Santa_Catarina__1231__0.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__270.jpg""}"
19668+2015-11-18T00:22:54.317580+556+61714+779++2015-11-18T00:22:54.317616+++"{""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_90.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/catole/Rua_Joao_Francisco_Mota__64__270.jpg""}"
19669+2015-11-18T00:26:29.070351+556+61482+780++2015-11-18T00:26:29.070369+++"{""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Santa_Catarina__1231__0.jpg"", ""theMost"": ""https://contribua.org/bairros/norte/centro/Rua_Doutor_Severino_Cruz__411__90.jpg""}"
19672+2015-11-18T00:28:09.899629+556+61447+780++2015-11-18T00:28:09.899666+++"{""userProfile"": {""city"": """", ""age"": """", ""sex"": """", ""neig"": [], ""rel"": """", ""educ"": """", ""clas"": """"}, ""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/oeste/catole/Rua_Aluisio_Cunha_Linha__50__270.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha__68__90.jpg""}"
19674+2015-11-18T00:42:28.185196+556+61376+783++2015-11-18T00:42:28.185215+++"{""userProfile"": {""city"": ""Campina Grande - PB, Brasil"", ""age"": 29, ""sex"": ""M"", ""rel"": ""casado"", ""educ"": ""doutorado"", ""neig"": [""cen"", ""lib"", ""cat""], ""clas"": ""media alta""}, ""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/oeste/catole/Rua_Sebastiao_Vieira_da_Silva__1273__0.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Espirito_Santo__1288__180.jpg""}"
19676+2015-11-18T00:43:06.681426+556+61771+783++2015-11-18T00:43:06.681444+++"{""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_180.jpg"", ""theMost"": ""https://contribua.org/bairros/norte/centro/Rua_Quebra_Quilos__399__270.jpg""}"
19678+2015-11-18T00:43:38.020460+556+61547+783++2015-11-18T00:43:38.020478+++"{""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_180.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_270.jpg""}"
19680+2015-11-18T00:44:03.824316+556+61668+783++2015-11-18T00:44:03.824334+++"{""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_90.jpg"", ""theMost"": ""https://contribua.org/bairros/norte/centro/Rua_Doutor_Severino_Cruz__411__90.jpg""}"
19681+2015-11-18T00:44:21.130256+556+61622+783++2015-11-18T00:44:21.130293+++"{""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__439__0.jpg"", ""theMost"": ""https://contribua.org/bairros/norte/centro/Rua_Augusto_Severo__71_90.jpg""}"
19683+2015-11-18T00:44:52.470580+556+61642+783++2015-11-18T00:44:52.470598+++"{""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__207__270.jpg"", ""theMost"": ""https://contribua.org/bairros/norte/centro/Rua_Felix_Araujo__132__270.jpg""}"
19688+2015-11-18T00:46:25.096798+556+61408+783++2015-11-18T00:46:25.096816+++"{""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__353__270.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg""}"
19689+2015-11-18T00:46:39.732660+556+61563+783++2015-11-18T00:46:39.732678+++"{""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Elias_Aforas__202_180.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg""}"
19691+2015-11-18T00:48:04.080517+556+61536+783++2015-11-18T00:48:04.080536+++"{""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/oeste/catole/Rua_Cristina_Procopio_da_Silva__62__270.jpg"", ""theMost"": ""https://contribua.org/bairros/norte/centro/Avenida_Presidente_Joao_Pessoa__128__180.jpg""}"
19693+2015-11-18T00:48:27.834218+556+61669+783++2015-11-18T00:48:27.834236+++"{""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Felix_Araujo__132__90.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_90.jpg""}"
19698+2015-11-18T00:50:43.734258+556+61813+783++2015-11-18T00:50:43.734292+++"{""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Elias_Aforas__202_180.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha_-_Catole__Campina_Grande__90.jpg""}"
19700+2015-11-18T00:51:20.441133+556+61770+783++2015-11-18T00:51:20.441151+++"{""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Coronel_Salvino_Figueiredo__251_90.jpg"", ""theMost"": ""https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_180.jpg""}"
19702+2015-11-18T00:52:00.358690+556+61823+783++2015-11-18T00:52:00.358724+++"{""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha__68__270.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/catole/Rua_Cristina_Procopio_da_Silva__62__90.jpg""}"
19705+2015-11-18T00:52:52.249075+556+61463+784++2015-11-18T00:52:52.249109+++"{""userProfile"": {""city"": ""Campina Grande - State of Para\u00edba, Brazil"", ""age"": 20, ""sex"": ""M"", ""rel"": ""solteiro"", ""educ"": ""graduacao"", ""neig"": [""cen"", ""cat""], ""clas"": ""media""}, ""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Espirito_Santo__1288__180.jpg"", ""theMost"": ""https://contribua.org/bairros/norte/centro/Rua_Doutor_Severino_Cruz__411__90.jpg""}"
19706+2015-11-18T00:53:10.317105+556+61268+784++2015-11-18T00:53:10.317120+++"{""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_90.jpg"", ""theMost"": ""https://contribua.org/bairros/norte/centro/Rua_Capitao_Joao_de_Sa__45__0.jpg""}"
19707+2015-11-18T00:53:21.809397+556+61756+784++2015-11-18T00:53:21.809413+++"{""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/oeste/catole/Rua_Sebastiao_Vieira_da_Silva__1273__180.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_90.jpg""}"
19709+2015-11-18T00:53:46.137198+556+61807+784++2015-11-18T00:53:46.137217+++"{""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Joao_da_Mata__490_90.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__270.jpg""}"
19710+2015-11-18T00:53:58.749080+556+61710+784++2015-11-18T00:53:58.749115+++"{""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Sergipe__1337_0.jpg"", ""theMost"": ""https://contribua.org/bairros/norte/centro/Rua_Felix_Araujo__48__90.jpg""}"
19663+2015-11-18T00:21:30.446828+556+61716+779++2015-11-18T00:21:30.446862+++"{""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Pedro_Alvares_Cabral__129_90.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Riachuelo__930__0.jpg""}"
19665+2015-11-18T00:22:17.119831+556+61738+779++2015-11-18T00:22:17.119849+++"{""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/oeste/catole/Rua_Luisa_Bezerra_Mota__246_90.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/catole/Rua_Otacilio_Nepomuceno__76_0.jpg""}"
19666+2015-11-18T00:22:29.800787+556+61840+779++2015-11-18T00:22:29.800836+++"{""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/oeste/catole/Rua_Cristina_Procopio_da_Silva__62__270.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Edesio_Silva__602__0.jpg""}"
19667+2015-11-18T00:22:41.371856+556+61815+779++2015-11-18T00:22:41.371875+++"{""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Avenida_Dom_Pedro_II__119_270.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_270.jpg""}"
19670+2015-11-18T00:27:21.394944+556+61588+780++2015-11-18T00:27:21.394978+++"{""userProfile"": {""city"": """", ""age"": """", ""sex"": """", ""rel"": """", ""educ"": """", ""neig"": [], ""clas"": """"}, ""question"": ""seguro"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Capitao_Joao_de_Sa__45__180.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_0.jpg""}"
19671+2015-11-18T00:27:50.105632+556+61561+780++2015-11-18T00:27:50.105660+++"{""userProfile"": {""city"": """", ""age"": """", ""sex"": """", ""neig"": [], ""rel"": """", ""educ"": """", ""clas"": """"}, ""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__511_90.jpg"", ""theMost"": ""https://contribua.org/bairros/norte/centro/Rua_Felix_Araujo__48__90.jpg""}"
19673+2015-11-18T00:38:33.856339+556+61509+783++2015-11-18T00:38:33.856356+++"{""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Avenida_Presidente_Joao_Pessoa__128__180.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg""}"
19675+2015-11-18T00:42:48.615060+556+61319+783++2015-11-18T00:42:48.615080+++"{""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__150_90.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/liberdade/Rua_Severino_Pimentel__439__180.jpg""}"
19677+2015-11-18T00:43:26.637388+556+61755+783++2015-11-18T00:43:26.637406+++"{""question"": ""agradavel"", ""theLess"": ""https://contribua.org/bairros/oeste/catole/Rua_Sebastiao_Vieira_da_Silva__1273__180.jpg"", ""theMost"": ""https://contribua.org/bairros/oeste/catole/Avenida_Prefeito_Severino_Bezerra_Cabral__218_90.jpg""}"
